index,reviews
1708,awet banget ga gampang putus
1709,"Berfungsi dengan baik, Suara bersih"
1710,"barang bagus, akan repeat order"
1711,"packing oke, pengiriman tepat waktu, kualitas suara mic cukup bagus"
1712,packing aman belum di test semoga berfungsi baik
1713,Mantap ori
1714,"recommend
 🤟🏻"
1715,josss Semua fitur berfungsi baik wow diluar ekspetasi Berfungsi dengan baik
1716,lega karena barang sudah sampai dan berfungsi sangat baik
1717,"barang sdh tiba cepat, tidak sabar mencobanya ..."
1718,Barangnya sangat bagus seller ramah dan responsif sekali
1719,Produk sampai dengan aman. Belum dicoba lupa beli extention buat ke handphone 😅
1720,"Ada Harga - Ada Kualitas 
Alhamdulillah punya 3 set type ini 🤩"
1721,"berfungsi dengan baik, mantap"
1722,"Pengiriman cepat, barang berfungsi dengan baik"
1723,"good product for video, recommended seller 😊"
1724,"packing bagus, produk oke, cuma pengiriman agak lama, foto ngga ada sb sdh lgs dipakai"
1725,"berfungsi dengan baik, microphone mantapp"
1726,Barang bagus … response penjual bagus
1727,"terima kasih karena barang sampai dengan kondisi yang baik, suara jelas dan bagus untuk bikin konten video"
1728,Untuk Lark150 bisa berfungsi dengan baik. Sudah MFI juga (made for iphone/ipad). Overal puas dengan kualitasnya. Thanks!
1729,"Pengiriman cepat,barang oke"
1730,produk bagus
1731,"Barang sampai dengan selamat, tidak ada kerusakan apa². Sudah coba pakai dan hasil memuaskan."
1732,aman dan tepat waktu
1733,"barang sampai dengan selamat
untuk tipe C ternyata hanya untuk suara. gak bisa untuk dengar lagu pakai headset.
lupa tanya juga."
1734,"lightning oke
barang tiba dengan selamat"
1735,Sesuai pesanan
1736,barang oke dan pengiriman baik
1737,Barangnya original 👍
1738,mantap
1739,Barang sesuai dan berkualitas. Proses pengiriman terpantau dan kurir melayani dengan baik.
1740,"Packing aman, cpt juga nyampenya, kwalitas brgnya juga okey....sengaja  beli diooficial store biar brgnya bener2 asli txs seller"
1741,mantap keren sesuai
1742,"Barang nya datang sesuai dengan harapan, penerus generasi sebelumnya udah pasti oke, gausah ditanya."
1743,"Respon penjual cepat, kwalitas barang sangat baik, sudah pembelian ketiga kali sangat recommended"
1744,mantap barangnya kecil dan sangat bagus
1745,barang bagus sesuai harapan
1746,"packing bagus, mic nya berfungsi dengan baik. thanks"
1747,barang bagus👍
1748,Sesuai pesanan . Barang aman. Dan mantap pelayanan tokonya.
1749,"Seller fast respon, packing aman dan rapih"
1750,"Seller fast respon, packing aman dan rapih"
1751,alhamdulilah berfungsi dengan baik mantap bagus
1752,mantep cepet prosesnya dan sudah dicek berfungsi dengan baik ?
1753,"Beli untuk iphone 15 dan berkerja sangat baik tanpa hambatan. Solusi yang sangat bagus untuk yang mau pakai mic external di iphone 15, sudah coba pakai adapter biasa merk lai... "
1754,"barang sesuai, pengiriman juga cepat. thx dan sukses selalu seller"
1755,sejauh ini. hub ini hanya bisa konek ke 8 remote (4 chanel A dan 4 chanel B) tapi bisa digunakan bersamaan. jadi total 9 user. dan untuk pemilk headset master itu tidak b... 
1756,Packaging rapi. Barang berfungsi dengan baik
1757,"Barangnya original 👍 .
tapi FYI bwt pemilik witalk, bahwa headset master hanya bisa konek maksimal ke 4  remote. kalo mau leih dari 4 harus pake HUBnya"
1758,"respon penjual cepat, sudah pembelian kedua, barang bagus dan berfungsi dengan baik, Recomended"
1759,sesuai dengan pesanan... fast respons... mantaapppp
1760,"kwalitas: saramonic memang oke
suara: mantap, udah dicoba pada android dan iphone, berfungsi dengan baik. ke kamera belum dicoba karna belum ada kamera.
packing aman, teba... "
1761,mantap mantap sesuai dengan deskripsi pesanan semoga awet
1762,"Overall bagus,lengkap juga udah d test sementara bagus terima kasih"
1763,Saya pake utk wireless hollyland lark m1. Dan berfungsi normal. Lumayan harga lbh murah dibanding merk hollylandnya
1764,Barang oke. Mantap. Berfungsi normal. Suara meskipun tanpa dead cat masih jernih di cuaca berangin
1765,Produk sesuai deskripsi Semua fitur berfungsi baik. Keren lah saramonic 👍🏻
1766,"Barang sesuai, kirim cepat hari ini order besoknya sudah sampai. Keren banget."
1767,"fungsi normal jalan semua
+10db oke
headphones monitor oke
mic eksternal oke
low cut off oke"
1768,"Terbaik, setup ini cukup membantu saya yang masih belum mau pake mic wireless karena kebutuhan saya saat ini memang masih tercover dengan boom mic"
1769,Fitur berfungsi dengan baik
1770,Saramonic new version keren abis
1771,mantap boss Semua fitur berfungsi baik wow diluar ekspetasi Berfungsi dengan baik
1772,"packing aman dan rapi, barang original sesuai pesanan"
1773,Pengiriman cepat dan barang sesuai deakripsi.
1774,Good produk!!
1775,terimakasih. barang aesuai pesanan
1776,Kerren puas
1777,"berfungsi ternyata, sempat aneh kok ga bisa ada suara, ternyata salah kabel"
1778,"Barang diterima dalam kondisi tersegel.
Build Quality bagus, nampak premium.
Belum sempat dicoba.
Semoga awet.
Dapat bonus kaos saramonic😍
Terimakasih seller"
1779,mantap berfungsi dengan baik
1780,Cahkeep
1781,Chaaakeeeep
1782,Awalnya salah colok kabel pas diskusi sama adminnya langsung bisa konek
1783,"Barang diterima dalam kondisi aman dan sentosa. Packing juga bagus. Dapat bonus kaos, sayang kaosnya kena gunting pas unboxing 🥲

Pelayanan oke, seller selalu menjawab d... "
1784,"Kabel adapter untuk iphone ini berfungsi dengan baik untuk saramonic blink me. 

Chat responsive, pelayanan baik, pertanyaan dijawab dengan solutif, barang dikirim dalam... "
1785,bagus
1786,"Bagus, belum dicoba, ukuran pas mdh mdhan awet"
1787,"Barang sampai dengn aman, tapi belum dicoba semoga bisa dan awet"
1788,"barang cocok, kirim cepat, mantap!"
1789,"produknya bagus, bekerja sesuai fungsinya. Terima kasih"
1790,wow diluar ekspetasi Berfungsi dengan baik Semua fitur berfungsi baik
1791,Barang berfungsi dengan baik
1792,oke mantap berfungsi dengan baik
1793,"Kualitas bagus, sesuai harga. Ada sarung mic-nya, fasilitas dan kelengkapan oke. Pengemasan rapi, pengiriman cepat."
1794,"Saya pesan 4 buah, yang dikirim cuma 1, padahal mau dibawah keluar Kota sama Saudara, akhirnya harus cari di Toko lain yang 3 buah, dan pastinya menambah biaya kirim lagi u... "
1795,mantap
1796,Produk sesuai deskripsi Semua fitur berfungsi baik suaranya bagus dan jernih
1797,Berfungsi dengan baik dan suaranya jernih
1798,"Makasih Gan, barang sdh sampai dan sesuai pesanan.
Sdh sy coba, mantap Gan, nggak ada delay sesuai promo nya… mantap Gan…👍👍👍"
1799,"barangnya sesuai deskripsi, pengiriman cepat mantap"
1800,"Barang sesuai,,blm dicoba semoga aman terkendali..."
1801,Admin Responsif Pengiriman Ga pake Ribet
1802,"Gak ada headset langsung ke iphone. As far, bagusss"
1803,Langsung dipasang ke soundtech go2+ mantuulllsss 🌟🌟🌟🌟🌟
1804,"Suara joss jernih,cara nyalain nya juga simple banget"
1805,Mtp myp
1806,Mantap!!!!
1807,"Legit bgt unboxing nya.. pengiriman cpt, safety dengan bubble wrap tebal, ori, ada garansi, dpt cash back pula"
1808,"Bagusss
Beliii"
1809,"Pengiriman melebihi estimasi, seller responsif, packing rapi walaupun setelah di buka kardus ada yang penyok."
1810,oke
1811,"Pengiriman cepat
Kualitas barang bagus banget!"
1812,"Pengetahuan penjual masih kurang. Alat ini tidak berfungsi di device saya, karena menimbulkan noise yang keras, saya coba koneksikan ke earphone pun tidak mengeluarkan su... "
1813,mantaabbb
1814,Produk sesuai deskripsi Semua fitur berfungsi baik suaranya bagus dan jernih wow diluar ekspetasi
1815,"Packing super aman walau tanpa add bubble wrap. Tapi yang disayangkan adalag respon dari toko cukup lambat dalam memproses pesanan, mungkin karena official store."
1816,Semua fitur berfungsi baik
1817,Mantappp barang original
1818,barang sesuao dengan deskripsi
1819,Barangnya oke. tapi proses pengirimannya lama
1820,"Barang cepat sampai,kualitas terbaik..official store,garansi resmi👍👍"
1821,"kualitas rekeman suara tidak diragukan, garansi resmi dan pengiriman cepat"
1822,Produk sesuai deskripsi
1823,sangat berkualitas
1824,"Barang bagus dan berfungsi dengan baik, hanya saja pas sampai segel sudah terbuka"
1825,Barang nya oke. Tapi dibalik dinding sinyalnya agak kurang lancar
1826,Waa seneng banget. Pesan jam 10 pagi jam 2.30 sore sampai rumah. Packinganya aman. Sudh di coba micnya. Jernih bukan main dan bener-bener jauh jangkauanya. Untuk yang awal... 
1827,suaranya bagus dan jernih Produk sesuai deskripsi Semua fitur berfungsi baik
1828,"Pengiriman cepat,fast respon seller..barang originaldanharga murah"
1829,"Barang sesuai pesanan, packing rapi, official store pasti asli"
1830,Produk sesuai deskripsi Semua fitur berfungsi baik suaranya bagus dan jernih wow diluar ekspetasi
1831,"packingan dan pengirimannya super cepattt... mantappp..
fungsinya okeee.. semoga bisa bertahan lama pemakaiannnya."
1832,"Pelayanan baik, kualitas barang baik 
Terima kasih seller"
1833,"Sempat komplain tapi uda clear, fungsi normal dan oke, ketebalan kabel tipis, ujung konektor mudah panas, semoga awet"
1834,"Produk sesuai deskripsi Semua fitur berfungsi baik, cuman repotnya butuh adapter tambahan jika ingin digunakan dalam device handphone 👍"
1835,masih noise
1836,"Sdh tiba dengan selamat,blm dicoba,semoga bagus dan awet"
1837,barang bagus
1838,"Barang sesuai pesanan, kondisi sangat baik, packing rapih. Sangat support buat ngonten hehe"
1839,Terima kasih untuk kounikasi yang lancar. Begitu juga untuk kemasan dan pengiriman yang cepat sekali.
1840,Mantap 👍👍
1841,"mohon maaf 2 bulan pemakaian tidak bisa digunakan adapter ini, padahal harga 210.000,"
1842,"Pengiriman lama, dari toko 2 hari sampe di pickup kurir, expedisi juga kaco ni tokped tidak ada yang sesuai estimasi

Barang yang diterima bagus, tidak ada cacad, berfungsi... "
1843,cocok untuk mic bt500
1844,sampai sekarang blm bisa dipakai donglenya. apa donglenya g kompatibel dengan device saya ya...
1845,"barang berfungsi dengan baik, terima kasih seller."
1846,keren..
1847,"Barangnya bagus, namun packingnya kurang, hanya dibalut bublewrap jd kondisi box agak rusak..saran karna ini kan lapak official harusnya lbh baik lagi packagingnya dilapi... "
1848,"Respon cepat
Lebih murah dr pd lapak lainnya
Dapat bonus
Banyak garansinya"
1849,barang yang diterima sesuai dengan yang dipesan.. terimakasih
1850,"baru dibuka, mudah mudahan awet, barangnya aman kotak tidak penyok."
1851,"semoga awet,tunggu konten konten nya di ig @sabtuminggu_project ya kawan2 jangan lupa follow juga hehe Produk sesuai deskripsi suaranya bagus dan jernih wow diluar ekspet... "
1852,"pengiriman cepat, produk baru"
1853,respon cepat. pengiriman cepat. barang ori garansi resmi
1854,"penjual amanah barang sesuai dengan pesanan, semoga saja sesuai harapan"
1855,bagus
1856,"Sdh sampe, pengiriman cepat, agan nya cpt respon. Terima kasih 🫶🏻"
1857,sesuai deskripsi
1858,Produk sesuai deskripsi
1859,"sesuai deskripsi. proses kemas dan kirim dan respon cukup baik. sesuai offisialnya. puas belanja di offisial .ada 
S O P nya"
1860,Mantap
1861,barang sesuai pengiriman cepat
1862,barang bagus
1863,The seller was really good and very responsive. Helped us to understand how to charge and fix.
1864,"komplain diresponse dengan baik walaupun ada sedikit kendala, build quality mantap, berfungsi over all good"
1865,"berfungsi dengan baik, Build quality oke"
1866,"Barang mantap, semoga battery secepatnya bisa dibeli terpisah…"
1867,Tks Gan
1868,mantap pookokny
1869,Sabtu saya sblm beli ud nanya bs instan ga ? Dan ready. Katanya bisa. Saya pesan jam 11 kurang pas pagi. Tapi ga di konfirmasi2. Akhirnya baru dikirim senin pagi setelah... 
1870,Kabel berfungsi di IP XR. Seller fast respon.
1871,Berfungsi di iphone 15 pro max secara baik. Mantab👍
1872,Rekomended seller 😁👍
1873,joss
1874,lengkap dan mantap
1875,works perfectly fine 👍 walaupun pengiriman lama bgt tapi gapapa itu problem di kurirnya
1876,Kualitas
1877,"Mantap, berfungsi dengan baik!"
1878,bagus namun suaranya sedikit beda dengan mic wireless umumnya
1879,Baru dicoba sudah bisa konek dan dipakai cuma belum sempet denger hasil rekamannya. Build qualitynya menurutku kurang sih. Ketahanan baterai juga belum sempet uji
1880,"packing rapi dan cepat sampai, maaf baru liat ada paket nyampe padahal udah beberapa hari lalu"
1881,packing rapih dan aman meskipun pengiriman instan. kualitas suara ajib
1882,"pesanan saya sudah sampai, berfungsi dengan normal, hasil mic sesuai harga terimakasih"
1883,Noise lebih keras
1884,"Alhamdulillah, sampai dlm kondisi baik, sdh dicek dan berfungsi sebagaimana mestinya. Packaging kokoh, rapi. Puas."
1885,"Produk original, kualitas bagus, ada garansi packing rapi aman, tiba sesuai estimasi...all good"
1886,barangnya Bagus Mantappp
1887,"packing aman, layanan cepat, produknya oke"
1888,Mantul masseee. Recomen. Kurangnya cuman kemahalan. Coba 1 juta aja.. mestii lariss nomer wahid😁
1889,"bagus kualitas oke sudah dicoba, original ................................"
1890,"Mantap bett, Suara jernihh"
1891,Mantap mempermudah pekerjaan ngonten
1892,Diskripsi nya bisa dipakai untuk mic condenser and dinamic. Tapi pas dicoba pakai mic condenser gak bisa. saya pakai mic AKG C5 vocal.
1893,cocok
1894,"Barang udahnyampe dengan aman, kualitas oke...."
1895,"Good, cocok untuk yang selalu bekerja dengan iPhone nya"
1896,Mantap!!!
1897,sesuai harapan.. berfungsi dengan baik semoga awet
1898,"Barang oke, hanya 1 kabel charger gak berfungsi, harusnya sekelas official store Saramonic, QC sebelum dikirim harusnya udh beres ya"
1899,Microphone sangat berguna untuk menjadi speaker dengan jarak jauh jika menggunakan kamera untuk rekamannya.
1900,paket sudah diterima dengan baik dan sesuai deskripsi.. berfungsi dengan baik dan dapet bonus kaos juga.. terimakasih banyak min.. semoga awet dan bermanfaat...
1901,"plug n play, amplifying suara lumayan significant. simple"
1902,"mantap dapat harga diskon barang bagus, sesuai deskripsi."
1903,"katanya dapat baju,,gk ada bajunya"
1904,Mantap
1905,"barang berfungsi dengan baik, tapi kabelnya tipis banget takut gampang putuss, semoga aja tetep awet"
1906,Barang sudah sampai dengan aman dan sudah berfungsi dengan baik
1907,"mantap sesuai, amanah,"
1908,Batrai katanya sampe 10 jam tapi dipakai 2-3 jam aja setelah dicas penih padahal udah abis aja
1909,bagus
1910,"Kemasan rapi, produk juga bekerja dengan baik. Keseluruhan, bagus."
1911,"Belum di Coba semoga Hasilnya Memuaskan dan Awet, Btw cara Daftarin garansinya gimana ya?"
1912,"barang cepat sampai, langsung di cek dan berfungsi dengan baik, recommended seller"
1913,"mewah, berfungsi dengan baik, semoga awet dan bandel tidak cepat rusak"
1914,"keren , kualitas oke, delivery juga cepat"
1915,"Buat kualitas ga perlu di tanyakan lagi lah yak, suara bagus, jernih, bersih, compatible dengan kamera. Cocoks. 👌🏻"
1916,packing nya bagus dan aman sampai tujuan.
1917,"Kualitas suaranya bagus dan bersih, semoga awet untuk penggunaan jangka panjang"
1918,semua oke
1919,"Barang bagus, sesuai pesanan, pengiriman cepat dan aman"
1920,"Sesuai pesanan..kiriman kilat,recomended seller..Thanks Admin"
1921,"Terimakasih..
Packing 101% aman.
berfungsi dengan Baik"
1922,"Buat yang perlu gigabit hub, ini bagus, speednya stabil, port nya clean.. bulid material nya pun bagus"
1923,"sandisk extreme pro, original dan tersegel, sudah langganan sih.. recomended..."
1924,"Terimakasih Seller
Pelayanannya Ramah Dan Barang Sudah Sampai, Mudah DiOperasikan Dan Akurasinya Tinggi
Semoga Bermanfaat Alatnya
Juga Succes Buat Sellernya"
1925,"HP di terimka dengan baik, paket nya aman dan rapih terimkaish sangat banyak...
semoga awet hp nya"
1926,"HP di terimka dengan baik, paket nya aman dan rapih terimkaish sangat banyak...
semoga awet hp nya"
1927,"Paket sudah saya terima dengan baik. sempat ada kendala pd pengiriman, namun seller gercep banget. Thanks yaa kak, kameranya bagus banget. Recommeded seller 👍👍👍👍"
1928,Fast respon.barangnya bagus belum dicoba semoga cocok
1929,"kualitas barang sesuai harga, respon penjual bagus, pengiriman juga cepat..."
1930,"barang mantap, cuma pengiriman agak lama.."
1931,"Barangnya bagus, original logitech. Respon penjual cepat, lngsung dikirim."
1932,"Pelayanan cepat
Pengiriman cepat
Barang juga bagus"
1933,"mantap, camera webcam di test normalmemang logitech joss"
1934,"Sesuai deskripsi, pengiriman cepat dan aman"
1935,mantap 4 jempol
1936,barang sesuai pengiriman cpt
1937,sesuai deskripsi.. cepat
1938,Pengiriman cepat dan mantap
1939,mantap performa hdd nya normal dan cepat.
1940,tinta jelas
1941,"barang sampai, packing baik, sesuai pesanan, harga mantap, suara sangat baik, semoga awet"
1942,"Berfungsi dengan baik, kemasab baik saat sampai"
1943,"Sip
Mantabbbbbbbbbbbbbbbbbbbbbbbbbb
⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️"
1944,"Produk oke, sejauh ini bekerja dengan baik sesuai klaim nya. Pelayanan penjual sangat baik. Terimakasih"
1945,"sudah sampai dan dipakai sama ibu, terima kasih"
1946,Sesuai deskrispi
1947,Barang original dan sesuai deskripsi
1948,"mantap, proses dan pengiriman super cepat"
1949,"barang okay, sesuai deskripsi, seller sangat responsif-recommended seller, spek oke. top"
1950,Kualitas baik
1951,Berfungsi baik
1952,"Tks kak, barang sdh sy terima."
1953,"jangan ragu beli ditoko ini. pas nyampai aja langsung ngakak dikayuin paket nya aman banget lah hahahhaa 
makasih kak.barang diterima dengan aman"
1954,"Pengiriman sat set, barang aman dan lengkap, sudah test aman berfungsi semua 👍"
1955,"respon cepat, packing rapih aman. sudah dicoba pakai streaming kajian hasilnya mantabbbb"
1956,"bagus, mending ini drpd samyang"
1957,Pelayanan ramah dan cepat. Barang dikirim dengan packaging yang bagus.
1958,Pelayanan ramah dan cepat. Barang dikirim dengan packaging yang bagus.
1959,"sesuai deskripsi, berfungsi baik. respon penjual cepat dan ramah"
1960,"barang sesuai, blm dipasang krn nunggu cctv datang👍😁semoga awet"
1961,sampai dengan selamat. Mudah-mudahan awet
1962,"sampai dengan selamat
Mudah-mudahan awett"
1963,"Packing nya aman dan rapih , best dah 👏🏻,"
1964,"packing rapi dan aman. barang sampai dalam keadaan baik
barang bagus dan cukup nyaman dipakai. tapi, kabelnya terlalu panjang"
1965,"murah, dan sesuai deskripsi"
1966,Best
1967,Baterai cepat drop mungkin krn size baterainya kecil yaa
1968,Mantap
1969,"Barang sudah diterima, berfungsi dg baik dan garansi resmi...seller ramah dan cukup responsif..."
1970,"mantap punya, packing aman kirim cepet kualitas banding harga sangat worthed."
1971,"Barang sudah diterima dengan baik, semoga amanah dan berkah slalu.. aamiin"
1972,"packing aman, semua berfungsi dengan baik. terima kasih ya.. 👏"
1973,Seller tidak menginformasikan barang dengan detail. Setelah saya beli seller baru menginfokan Kalau harus membeli camera juga
1974,sesuai pesanan semoga awet
1975,"pengiriman cepat. barang ori. tapi kalau mau c/o yang warna abu-abu aja. soalnya kalau hitam, warnanya monoton bgt."
1976,"karena ini cuma bonus beli jam tangan ya, syukuri aja yang didapet"
1977,"1. Awalnya pihak toko bertanya untuk ganti warna karena store di Bali katanya warna yang mau aku cari lagi kosong aku iyain
2. Pesan di store denpasar dengan harapan bisa... "
1978,barangnya bagus sesuai pesanan terimakasih
1979,"oke ,lah, cuma mouse nya rada ringaan aja"
1980,Tks. buat free gift WD pouch nya
1981,"Ini keren ada jaminan originalitasnya. Harga sesuai, pernah coba yang harganya miring kualitasnya mengecewakan, bisa dibaca di laptop, gak bisa dibaca di TV...."
1982,sesuai pesanan dan berfungsi dengan baik
1983,mantap
1984,pas
1985,"pengiriman kilat, sesuai ekspektasi"
1986,Barang diterima dan berfungsi dengan baik. Mantap
1987,"oke sip. 
barang sesuai pesanan. dan sudah pasti ori. hasil cetak bagus jelas dan tebal. lumayan dapat harga murah pas event 11.11 😂"
1988,terimakasih barang telah diterima dengan baik dan sesuai dengan pesanan
1989,"Sesuai ekspektasi, cakep, dapet bonus sesuai. Walau strap dari nylon tapi ga bikin gatel, pilihan activity cukup lengkap dan data trackingnya ga usah diragukan lagi"
1990,"Barang mendarat dengan aman, dapet bonus tongsis jjuga, mantapp.. terima kasih gan 👍👍"
1991,"Barang sesuai/ori, bonus lengkap/sesuai, pengiriman sangat cepat/dihari yang sama telah tiba"
1992,barang berfungsi baik sesuai deskripsi. segel BNIB dan langsung dicoba transfer bisa 4 kali lipat dari pada lewat wifi
1993,Oke
1994,Tambahan mouse logitech… merk terpercaya untuk membantu pekerjaan kantor
1995,barang bagus n ori
1996,"repeat order yang kesekian x, aman sampai tujuan, barang sesuai pesanan. seller fast respon."
1997,barang sdh diterima dengan baik. terima kasih gan.
1998,responya cepet bnget
1999,"packingnya mantap, bonusnya keren semoga awet"
2000,"Pelayanan baik, respon cepat, dan penjual ramha"
2001,"Pelayanan memuaskan, pengiriman cepat dan aman (bublewarp tebal), kondisi barang segeL"
2002,"barang original, sudah dikasih batere, mantap memuaskan. pengiriman cepat banget, seller sangat membantu"
2003,"packing aman, 
respon cepat, 
recommended seller"
2004,"packing aman, 
respon cepat, 
recommended seller"
2005,"kemasan good, pengiriman cepat. barang original. recomend seller"
2006,"Suka banget, sesuai ekspektasi. Gak bulky dan sleek cocok untuk perempuan. Akhirnya convert dari 🍎 ke Garmin dan gak nyesel 😊"
2007,"dipake dulu berapa hari baru kasih Bintang 😂 Serius deh buat kalian jangan pernah beli mic murah,mending beli yang 2jt an keatas worth it,peredamnya work banget,baguss..... "
2008,"Thank you for your service. Fast, clean dan as order. Hope this little stuff good dan works!… 👍🏽😍"
2009,"Barang Rsmi Original
Garansi resmi denka
Fast respon
Pengiriman cepat
TOP"
2010,"barang bagus semoga awet, proses penjual cepat"
2011,real kapasitas 256.tidak pernah kecewa belanja disini👍
2012,"Packagingnya mantap banget, walau cuman kabel tapi pkai kardus dan bubble wrap, charger kualitasnya baguss tebal dan sesuai klaim"
2013,"Mantap bgt sesuai iklan, fast respond. Keren bgt gasssss"
2014,no word2 👍
2015,"pengiriman cepat, barang sesuai deskripsi, mantappp sukses selalu"
2016,"barang sudah diterima dengan baik
kondisi packing bagus, kualitas produk baik"
2017,"pengiriman cepat, barang sesuai deskripsi, mantappp sukses selalu"
2018,"pengiriman cepat, barang sesuai deskripsi, mantappp sukses selalu"
2019,"seller ramah pelayanan oke, pengiriman juga cepat dan aman. barang sampai sesuai dengan pesanan. semoga awet ni hp"
2020,mntapp
2021,Syukurlah pin charger nya cocok di Headset open ear saya. Respon Seller baik. Pokoknya puas deh.  Terima kasih banyak yaaa..
2022,kwalitasnya
2023,"Pengiriman aman, buble wrap, handphone unboxing bagus."
2024,mantap
2025,sudah di terima tetapi belum di test...semoga aman
2026,"mantap, senyap"
2027,baru beli sebulan tapi setelah itu ga bisa ngecharge lagi; padahal produk merk ini biasanya lumayan bagus
2028,Produk sesuai dengan deskripsi ditoped. ... Keamanan paket oke banget. ... Pengiriman aman dan sampai dengan cepat. Fast response. Recommended seller.
2029,oke !
2030,pas semoga awet
2031,mantap lah pokoknya
2032,Udah datang dan siap digunakan.. logitech emang oye
2033,"Admin responsif, packing aman, pengiriman tepat waktu"
2034,barang diterima dengan baik. packinganya mantul barang ori
2035,barang original
2036,sudah ditest dengan banyak software semua membuktikan kapasitas asli.
2037,mantap nih. Cepet banget proses nya... Rekomend banget pokoknya
2038,nicee
2039,"Pembelian yang kesekian kali karena suka banget, barangnya bagus, original , pengiriman cepat, terimakasih banyak seller"
2040,"Pembelian yang kesekian kali karena suka banget, barangnya bagus, original , pengiriman cepat, terimakasih banyak seller"
2041,"Kirain dapat tas juga, tapi pas dicek dapetnya tumbler. Gak apa2 barangnya tetep bagus"
2042,mantap mantap mantap mantap mantap mantap mantap mantap mantap mantap
2043,mantap mantap mantap mantap mantap mantap mantap mantap mantap mantap
2044,tas keren buat olga.. mantap poll pokoknya.. Terima kasih
2045,bonusnya keren.. happy ja pokok nya.. Terima kasih
2046,barang bagus.. harga bersaing.. walaupun pengiriman agak lama dan Ada sedikit drama.. overall happy..
2047,oke mantep
2048,"bagus cuma stick tongsis nya kureng, susah untuk dipanjang atau dipendekkan kl terlalu kenceng penguncian susah bgt dibukaaa mending beli yang mahal sekalian biar satset"
2049,Sesuai deskripsi.
2050,"barang sesuao, kualitas oke, tokonya Amanah..recomended lah.."
2051,"Good condition arrived safely, just the courier asking extra money since they only get paid less compared to the delivery distance, but at the end they just deliver it wi... "
2052,"mantap, produk ori.semoga awet"
2053,mantap sesuai
2054,"Produk sesuai, stiker distri resmi ada (original). Beli gosend instant karena keperluan mendadak, admin responsif dan <50 menit sudah dikirimkan dan sampai ditempat tu... "
2055,"cepat, barang ori

kendala seri 13 agak panas ya, tapi gpp lah masih worth it"
2056,Tumblernya oke mantap cocok buat aktifitas lainnya…
2057,Barang masih segel dan sangat sangat baru banget. Packing jg rapih dan amana banget serta garansi TAM 2thn.
2058,barang bagus.. packing rapih banget.. pengiriman cepat.. bonus berlimpah
2059,"barangnya bagus original, garansi resmi
seller nya ramah dan amanah"
2060,penipu. hati2 tidak unlock
2061,"produk diterima dengan baik, packing juga aman.. produk berfungsi dengan baik cocok buat pantau-pantau.. semoga awet.. terima kasih banyak gan.."
2062,"produk diterima dengan baik, packing juga aman.. produk berfungsi dengan baik cocok buat cctv kamar.. semoga awet.. terima kasih banyak gan.."
2063,Reccomended seller
2064,Bagus. Mouse tipe basic.
2065,responsif dan sesuai deskripsi
2066,desainya bagus
2067,"dipake charge poco f4, gak sampe 30 menit, mati sendiri🤣, wajarlah, murmer, tapi ada loh qualcomm yang murmer aman, JETE, no go🤣"
2068,mantul kualitas barang bagus
2069,mantap
2070,Mantap
2071,Bagus pouch nya walaupun free.
2072,"Kecil ringkes, bisa dibawa ke mana2, tinggal colok aja, semoga awet terima kasih"
2073,"terima kasih barang original mantap semoga awet dipakai
terima kasih banyak bonus nya"
2074,Barang Bagus original... gampang pemasangan nya... thx u
2075,pengiriman cepat dan kondisi barang oke banget
2076,"packingnya aman banget, suara dan kualitas sudah jaminan utk merk logitech"
2077,sudah diterima dan dicoba mantap...
2078,"barang bagus, setelah di cek mantap bisa untuk Mac juga. register warranty di website WDnya juga bisa. pengiriman ngebuuut bgt dan super aman krn bubble wrap super tebal"
2079,oke aman semua☺️
2080,Barang bagus .sesuai
2081,Gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo... 
2082,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk... 
2083,oke
2084,pesanan cepat banget sampainya...mantabs reseller
2085,Good seller
2086,"barang sesuai, pengiriman cepat, jossss........"
2087,"Bonus beli hp di Doran Gadget, mantap fast respon, pengiriman cepat, barang baru original masih di segel…"
2088,"Barang masih segel, original, penjual fast respon, pengiriman cepat utk jabodetabek, banyak bonusnya…mantapp lah pokoknya…"
2089,good original
2090,"Berfungsi dengan baik, barang oke, seller recomended"
2091,"Berfungsi dengan baik, barang oke, seller recomended"
2092,"Berfungsi dengan baik, barang oke, seller recomended"
2093,"Berfungsi dengan baik, barang oke, seller recomended"
2094,"pesanan diterima dengan kondisi baik. pembayaran lancar, mudah dan cepat. sukses untuk penjual. Terimakasih."
2095,"bisa backup botol kerja .

semoga awet"
2096,good...semoga barang awet
2097,bonusan lumayan...bisa dipakai kemana mana
2098,"terima kasih seller, barang sudah diterima, cepat, kualitas bagus"
2099,pengiriman cepat puas fast respon sukses selalu dikasih bonus kaos haturnuhun
2100,"Barang sesuai, pengiriman cepat"
